image_id,source,prompt,evaluation_seed
000000060177,coco-30k,A bicycle with a covered cart in the front,91542
000000260370,coco-30k,A woman in a robe has a big umbrella.,11486
000000520531,coco-30k,an image of a cat sitting on top of the desk area,35715
000000187924,coco-30k,A truck with beer advertisement parked by a curb,61071
000000152252,coco-30k,An old creased photo of a group of boys and men,66981
000000348475,coco-30k,An eightteen wheeler rolls down the evergreen tree lined highway toward a snow capped mountain.,38440
000000525763,coco-30k,BOATS IN A HARBOR SURROUNDED BY BUILDINGS AND A FEW CARS,27341
000000360986,coco-30k,A bull is cleaning its balls next to a rock.,25201
000000260823,coco-30k,Four sheep are eating along the side of a hill.,73791
000000285799,coco-30k,Person pulling a sled through a trail of snow. ,23216
000000326698,coco-30k,A bull dog laying in the shade beneath a truck.,40711
000000179392,coco-30k,Cat sitting on a desk with a computer behind him.,36607
000000555346,coco-30k,A tugboat in the water has two occupants. ,58579
000000223496,coco-30k,a small boat on a beat near a body of water,18345
000000203747,coco-30k,A man in a mask holding a sign,40713
000000125539,coco-30k,A blue truck with tarp covered trailer drives down the road.,64409
000000335861,coco-30k,An old boat sitting in th emiddle of a field,48701
000000067616,coco-30k,A restaurant with patrons in the outdoor eating area.,51557
000000145781,coco-30k,A dog licking the top of a  beer bottle,38609
000000549629,coco-30k,A black bear sitting on the grass beneath a tree,48820
000000303944,coco-30k,a group of black suitcases sitting next to each other by a wall,19107
000000529774,coco-30k,A large bright yellow boat sits docked near a stairway.,66765
000000261186,coco-30k,Muddy elephant with large tusks in natural habitat.,89270
000000066087,coco-30k,A brown bear sitting on a bunch of fallen logs,43751
000000211675,coco-30k,A white vehicle is parked near a parking meter.,33566
000000383324,coco-30k,A beautiful young lady wearing a skirt standing with her legs spread apart.,10584
000000293175,coco-30k,A couple riding on top of an elephant in a forest.,64215
000000344928,coco-30k,A cat playing with a cup that is on the floor,21810
000000062518,coco-30k,Modern commuter train on a well maintained track ,62796
000000004497,coco-30k,"A delivery truck driving on a freeway with ""MOBEL PREISS"" painted on it's sides. ",99226
000000359710,coco-30k,The cat is looking for some potential prey.,28604
000000435562,coco-30k,A young boy sitting on a seat on a bus.,9643
000000387429,coco-30k,A group of people sitting at a table having dinner.,56689
000000022667,coco-30k,A light house on an island surrounded by sail boats.,44923
000000547645,coco-30k,A large black bear walking next to a huge stone wall.,14416
000000432276,coco-30k,A dog sitting in the back of a truck under a blue umbrella.,47592
000000346641,coco-30k,Two cows standing on a dirt road next to wild green brush.,9787
000000083656,coco-30k,A lone brown cow stands on an empty beach.,30012
000000108380,coco-30k,Two cows in a field eating from a food bowl,5632
000000105975,coco-30k,an elephant using its trunk to blow the dirt off its face,12545
000000439024,coco-30k,A group of people carrying umbrellas into a building entrance.,87466
000000439132,coco-30k,A black cat curled up in a large pot.,23240
000000085629,coco-30k,A teddy bear laying on a rock next to a bundle of trash.,60017
000000551815,coco-30k,An orange cat laying on a white and brown cat in a bed.,66543
000000124729,coco-30k,A dog sitting on a couch while staring out a window.,46516
000000218220,coco-30k,Cows and caves behind barbed wire fence on a pasture.,83793
000000025804,coco-30k,A family of five takes a ride on an elephant.,17681
000000469919,coco-30k,Several different colors of oriental kites and other decorations being viewed by a crowd.,5597
000000223198,coco-30k,A young man modeling clothes during a photo session.,80342
000000167906,coco-30k,A toy action figure holding a plastic mini teddy bear and a cocktail glass decoration on the snow.,92883
000000561795,coco-30k,Two men in the bed of a pickup truck working on the vehicle.,62496
000000156045,coco-30k,A man in a white pants and a white shirt and colorful tie.,42285
000000352748,coco-30k,A train with brown cars on train tracks.,65937
000000465257,coco-30k,Elephants walking with each other to travel to a place.,727
000000410252,coco-30k,A family pet who has gotten its head stuck inside a article of clothing.,63439
000000215608,coco-30k,a beach crowded with people and many different colored umbrellas,7513
000000021903,coco-30k,A man is leaning over a fence offering food to an elephant/,62478
000000006589,coco-30k,A tabby cat wearing a tie is laying on a couch.,28447
000000076873,coco-30k,Two legs with work boots on poking out of a truck window.,35913
000000317479,coco-30k,Groups of people standing under umbrellas next to the truck,50251
000000356507,coco-30k,A yellow dump truck parked on a lot.,95975
000000402774,coco-30k,A woman holding an umbrella while walking in the rain.,17169
000000323828,coco-30k,"Train with lights on, multiple track area, near over/under pass.",24480
000000325064,coco-30k,A cat sitting in a living room watching an animated cat on television.,85571
000000218752,coco-30k,A large brown cow laying on the ground in a penn.,47307
000000105611,coco-30k,A dog draped in a blue blanket on a boat. ,3150
000000216161,coco-30k,A dog looking at a slice of pizza.,8031
000000316015,coco-30k,A cat is sitting on a desk next to a computer.,16633
000000293026,coco-30k,There are several boats docked in a harbor.,4434
000000122203,coco-30k,Lots of cows eating grass on a large field.,79401
000000218268,coco-30k,some people boats and birds in the water,58801
000000429443,coco-30k,Three brown cows grazing on a muddy grass field.,40853
000000340884,coco-30k,a elephant walking in a dusty and rocky area,73341
000000545612,coco-30k,A train engine traveling under a blue bridge next to a stairway.,78827
000000267725,coco-30k,A man sleeping in a ten laying next to a big dog.,46973
000000358525,coco-30k,A child in a hat playing on a laptop computer,40825
000000177529,coco-30k,God looking at orange cat that is standing on a stool. ,93832
000000072860,coco-30k,A red and white tug boat drifting in the water.,6491
000000121547,coco-30k,A dog carrying packs on his back while being walked. ,88703
000000283874,coco-30k,Merchants sitting while selling off produce to others. ,57963
000000134346,coco-30k,A brown bear in a rocky zoo display ,30917
000000379022,coco-30k,a close up of a reflection in a body of water,82342
000000013414,coco-30k,a close up of a street parking meter,56943
000000042956,coco-30k,A cat laying down on a black skateboard inside.,50275
000000525376,coco-30k,A couple of bags in the back of a car.,98870
000000228854,coco-30k,a brown dog is laying on a gray couch ,81759
000000304917,coco-30k,a dump truck carrying a car a building and a street,63871
000000361721,coco-30k,a blue and white three wheeler truck  and two men,35143
000000576363,coco-30k,A group of people walking on the side walk,96196
000000365540,coco-30k,Statue artwork carrying red umbrella in man made pond. ,91521
000000451090,coco-30k,a white boat some green hills and water,3311
000000375566,coco-30k,Lady walking through a parking lot with an umbrella over her head.,48488
000000270048,coco-30k,two train cars one is black and the other is white,40807
000000394157,coco-30k,a white cat wall clock with a red handle ,59218
000000043734,coco-30k,there is some sort of animal that is in the waves on the water,14300
000000108923,coco-30k,A cat watching a television show about migrating geese.,71513
000000413341,coco-30k,A laptop keyboard with three small bear figurines sitting on top.,68004
000000316464,coco-30k,A cow standing in a grassy fields surrounded by shrubs,92745
000000403919,coco-30k,THIS IS A IMAGE OF A VAN DRIVING DOWN A STREET,50602
000000490337,coco-30k,Bright red umbrella open on the sand of a beach.,71721
000000451648,coco-30k,THERE IS A VAN THAT IS PARKED UNDER A SHED,36454
000000514685,coco-30k,Dog with a bright pink frisbee type disc in his mouth.,49877
000000568147,coco-30k,A colorful chain with a note attached is wrapped around a parking meter's post.,32732
000000475484,coco-30k,There is a bright yellow parking meter on a red sidewalk,10522
000000478724,coco-30k,"A man in a blue shirt with a red beard, laughing. ",35787
000000328286,coco-30k,Boats docked at a harbor facing the city.,14817
000000136173,coco-30k,An elephant statue has pink accouterments on it.,49410
000000277048,coco-30k,Some taxi cabs parked along the side of a road.,43510
000000557190,coco-30k,"A young man in a suit with his arm around the shoulder a shorter older man, also in a suit",26823
000000017708,coco-30k,"Three boats travel around a calm, clear harbor.",16058
000000454148,coco-30k,Man standing on a stage in front of a microphone.,85808
000000377326,coco-30k,A herd of cows drinking water from the river,73584
000000168713,coco-30k,Man putting on a giraffe patterned neck tie at an outdoor event,76235
000000261948,coco-30k,An old suitcase made into a fabric covered bench,72386
000000309883,coco-30k,Two elephants are near a watering hole at the same time,64696
000000317244,coco-30k,A pick up truck has a camper on it,52603
000000525247,coco-30k,Cat staring at the screen of an open laptop.,16943
000000214671,coco-30k,A cat sitting on a blanket on a table. ,59407
000000101959,coco-30k,A mother elephant leading a baby elephant on a clear day.,91655
000000520047,coco-30k,There is a train moving through a track yard,83613
000000190767,coco-30k,There are four cows eating grass in a field,66470
